date,dailyCases,smoothedCases,cumulativeCases,Population,peak
2022-01-12,2043,2913,244914,2065647,4
2022-01-13,1957,2646,247560,2065647,4
2022-01-14,1734,2432,249992,2065647,4
2022-01-15,1329,2261,252253,2065647,4
2022-01-16,1181,1965,254218,2065647,4
2022-01-17,974,1629,255847,2065647,4
2022-01-18,1449,1524,257371,2065647,4
2022-01-19,1210,1405,258776,2065647,4
2022-01-20,1141,1288,260064,2065647,4
2022-01-21,1041,1189,261253,2065647,4
2022-01-22,647,1092,262345,2065647,4
2022-01-23,519,997,263342,2065647,4
2022-01-24,801,973,264315,2065647,4
2022-01-25,760,874,265189,2065647,4
2022-01-26,776,812,266001,2065647,4
2022-01-27,612,737,266738,2065647,4
2022-01-28,600,674,267412,2065647,4
2022-01-29,578,664,268076,2065647,4
2022-01-30,379,644,268720,2065647,4
2022-01-31,578,612,269332,2065647,4
2022-02-01,684,601,269933,2065647,4
2022-02-02,743,596,270529,2065647,4
2022-02-03,622,598,271127,2065647,4
2022-02-04,522,587,271714,2065647,4
2022-02-05,339,552,272266,2065647,4
2022-02-06,330,545,272811,2065647,4
2022-02-07,611,550,273361,2065647,4
2022-02-08,543,530,273891,2065647,4
2022-02-09,454,489,274380,2065647,4
2022-02-10,479,468,274848,2065647,4
2022-02-11,529,469,275317,2065647,4
2022-02-12,242,455,275772,2065647,4
2022-02-13,248,444,276216,2065647,4
2022-02-14,379,411,276627,2065647,4
2022-02-15,338,381,277008,2065647,4
2022-02-16,320,362,277370,2065647,4
2022-02-17,309,338,277708,2065647,4
2022-02-18,225,294,278002,2065647,4
2022-02-19,172,284,278286,2065647,4
2022-02-20,130,268,278554,2065647,4
2022-02-21,268,252,278806,2065647,4
2022-02-22,236,237,279043,2065647,4
2022-02-23,205,221,279264,2065647,4
2022-02-24,231,210,279474,2065647,4
2022-02-25,179,203,279677,2065647,4
2022-02-26,127,197,279874,2065647,4
2022-02-27,103,193,280067,2065647,4
2022-02-28,247,190,280257,2065647,4
2022-03-01,206,185,280442,2065647,4
2022-03-02,152,178,280620,2065647,4
2022-03-03,262,182,280802,2065647,4
2022-03-04,134,176,280978,2065647,4
2022-03-05,118,175,281153,2065647,4
2022-03-06,128,178,281331,2065647,4
2022-03-07,180,169,281500,2065647,4
2022-03-08,201,168,281668,2065647,4
2022-03-09,183,172,281840,2065647,4
2022-03-10,157,157,281997,2065647,4
2022-03-11,175,163,282160,2065647,4
2022-03-12,104,161,282321,2065647,4
2022-03-13,66,152,282473,2065647,4
2022-03-14,170,151,282624,2065647,4
2022-03-15,194,150,282774,2065647,NA
2022-03-16,247,159,282933,2065647,5
2022-03-17,218,168,283101,2065647,5
2022-03-18,177,168,283269,2065647,5
2022-03-19,149,174,283443,2065647,5
2022-03-20,150,186,283629,2065647,5
2022-03-21,273,201,283830,2065647,5
2022-03-22,398,230,284060,2065647,5
2022-03-23,415,254,284314,2065647,5
2022-03-24,439,286,284600,2065647,5
2022-03-25,414,320,284920,2065647,5
2022-03-26,308,342,285262,2065647,5
2022-03-27,304,364,285626,2065647,5
2022-03-28,550,404,286030,2065647,5
2022-03-29,580,430,286460,2065647,5
2022-03-30,665,466,286926,2065647,5
2022-03-31,557,483,287409,2065647,5
2022-04-01,649,516,287925,2065647,5
2022-04-02,462,538,288463,2065647,5
2022-04-03,473,562,289025,2065647,5
2022-04-04,672,580,289605,2065647,5
2022-04-05,787,609,290214,2065647,5
2022-04-06,741,620,290834,2065647,5
2022-04-07,704,641,291475,2065647,5
2022-04-08,611,636,292111,2065647,5
2022-04-09,479,638,292749,2065647,5
2022-04-10,462,637,293386,2065647,5
2022-04-11,616,629,294015,2065647,5
2022-04-12,624,605,294620,2065647,5
2022-04-13,798,613,295233,2065647,5
2022-04-14,586,597,295830,2065647,5
2022-04-15,425,570,296400,2065647,5
2022-04-16,327,548,296948,2065647,5
2022-04-17,270,521,297469,2065647,5
2022-04-18,371,486,297955,2065647,5
2022-04-19,466,463,298418,2065647,5
2022-04-20,581,432,298850,2065647,5
2022-04-21,392,405,299255,2065647,5
2022-04-22,452,408,299663,2065647,5
2022-04-23,334,409,300072,2065647,5
2022-04-24,318,416,300488,2065647,5
2022-04-25,379,417,300905,2065647,5
2022-04-26,391,407,301312,2065647,5
2022-04-27,390,379,301691,2065647,5
2022-04-28,371,376,302067,2065647,5
2022-04-29,348,362,302429,2065647,5
2022-04-30,185,340,302769,2065647,5
2022-05-01,201,324,303093,2065647,5
2022-05-02,304,313,303406,2065647,5
2022-05-03,333,305,303711,2065647,5
2022-05-04,247,284,303995,2065647,5
2022-05-05,257,268,304263,2065647,5
2022-05-06,212,248,304511,2065647,5
2022-05-07,131,241,304752,2065647,5
2022-05-08,169,236,304988,2065647,5
2022-05-09,188,220,305208,2065647,5
2022-05-10,209,202,305410,2065647,5
2022-05-11,264,204,305614,2065647,5
2022-05-12,171,192,305806,2065647,5
2022-05-13,172,186,305992,2065647,NA
2022-05-14,161,191,306183,2065647,NA
2022-05-15,130,185,306368,2065647,NA
2022-05-16,179,184,306552,2065647,NA
2022-05-17,148,175,306727,2065647,NA
2022-05-18,120,154,306881,2065647,NA
2022-05-19,117,147,307028,2065647,NA
