date,dailyCases,Population,peak
2022-07-22,3211,8419000,NA
2022-07-23,2177,8419000,NA
2022-07-24,2028,8419000,NA
2022-07-25,4285,8419000,NA
2022-07-26,3881,8419000,NA
2022-07-27,3654,8419000,NA
2022-07-28,3215,8419000,NA
2022-07-29,2905,8419000,NA
2022-07-30,1819,8419000,NA
2022-07-31,1935,8419000,NA
2022-08-01,3852,8419000,NA
2022-08-02,3538,8419000,NA
2022-08-03,3199,8419000,NA
2022-08-04,2958,8419000,NA
2022-08-05,2726,8419000,NA
2022-08-06,1677,8419000,NA
2022-08-07,1613,8419000,NA
2022-08-08,3362,8419000,NA
2022-08-09,2727,8419000,NA
2022-08-10,2551,8419000,NA
2022-08-11,2315,8419000,NA
2022-08-12,2019,8419000,NA
2022-08-13,1295,8419000,NA
2022-08-14,1326,8419000,NA
2022-08-15,2672,8419000,NA
2022-08-16,2371,8419000,NA
2022-08-17,2207,8419000,NA
2022-08-18,2107,8419000,NA
2022-08-19,1928,8419000,NA
2022-08-20,1259,8419000,NA
2022-08-21,1265,8419000,NA
2022-08-22,2283,8419000,NA
2022-08-23,2041,8419000,NA
2022-08-24,1911,8419000,NA
2022-08-25,1842,8419000,NA
2022-08-26,1689,8419000,NA
2022-08-27,1112,8419000,NA
2022-08-28,1114,8419000,NA
2022-08-29,2183,8419000,NA
2022-08-30,1855,8419000,NA
2022-08-31,1834,8419000,NA
2022-09-01,1660,8419000,NA
2022-09-02,1475,8419000,NA
2022-09-03,917,8419000,NA
2022-09-04,959,8419000,NA
2022-09-05,985,8419000,NA
2022-09-06,2041,8419000,NA
2022-09-07,1795,8419000,NA
2022-09-08,1631,8419000,NA
2022-09-09,1509,8419000,NA
2022-09-10,1023,8419000,NA
2022-09-11,945,8419000,NA
2022-09-12,2066,8419000,NA
2022-09-13,1719,8419000,NA
2022-09-14,1815,8419000,NA
2022-09-15,1653,8419000,NA
2022-09-16,1594,8419000,NA
2022-09-17,1077,8419000,NA
2022-09-18,1150,8419000,NA
2022-09-19,2413,8419000,NA
2022-09-20,2206,8419000,NA
2022-09-21,2011,8419000,NA
2022-09-22,1614,8419000,NA
2022-09-23,1486,8419000,NA
2022-09-24,958,8419000,NA
2022-09-25,1037,8419000,NA
2022-09-26,1948,8419000,NA
2022-09-27,1838,8419000,NA
2022-09-28,1983,8419000,NA
2022-09-29,1694,8419000,NA
2022-09-30,1326,8419000,NA
