date,dailyCases,Population,peak
2022-08-12,2018,8804190,NA
2022-08-13,1296,8804190,NA
2022-08-14,1329,8804190,NA
2022-08-15,2675,8804190,NA
2022-08-16,2372,8804190,NA
2022-08-17,2206,8804190,NA
2022-08-18,2107,8804190,NA
2022-08-19,1929,8804190,NA
2022-08-20,1260,8804190,NA
2022-08-21,1266,8804190,NA
2022-08-22,2284,8804190,NA
2022-08-23,2042,8804190,NA
2022-08-24,1911,8804190,NA
2022-08-25,1843,8804190,NA
2022-08-26,1690,8804190,NA
2022-08-27,1115,8804190,NA
2022-08-28,1115,8804190,NA
2022-08-29,2181,8804190,NA
2022-08-30,1855,8804190,NA
2022-08-31,1836,8804190,NA
2022-09-01,1658,8804190,NA
2022-09-02,1475,8804190,NA
2022-09-03,920,8804190,NA
2022-09-04,960,8804190,NA
2022-09-05,986,8804190,NA
2022-09-06,2040,8804190,NA
2022-09-07,1798,8804190,NA
2022-09-08,1633,8804190,NA
2022-09-09,1508,8804190,NA
2022-09-10,1024,8804190,NA
2022-09-11,945,8804190,NA
2022-09-12,2065,8804190,NA
2022-09-13,1726,8804190,NA
2022-09-14,1819,8804190,NA
2022-09-15,1652,8804190,NA
2022-09-16,1599,8804190,NA
2022-09-17,1082,8804190,NA
2022-09-18,1151,8804190,NA
2022-09-19,2429,8804190,NA
2022-09-20,2226,8804190,NA
2022-09-21,2029,8804190,NA
2022-09-22,1630,8804190,NA
2022-09-23,1498,8804190,NA
2022-09-24,985,8804190,NA
2022-09-25,1050,8804190,NA
2022-09-26,1993,8804190,NA
2022-09-27,1880,8804190,NA
2022-09-28,2031,8804190,NA
2022-09-29,1819,8804190,NA
2022-09-30,1562,8804190,NA
2022-10-01,877,8804190,NA
2022-10-02,931,8804190,NA
2022-10-03,1903,8804190,NA
2022-10-04,1567,8804190,NA
2022-10-05,1450,8804190,NA
2022-10-06,1825,8804190,NA
2022-10-07,1520,8804190,NA
2022-10-08,917,8804190,NA
2022-10-09,913,8804190,NA
2022-10-10,1423,8804190,NA
