date,dailyCases,smoothedCases,cumulativeCases,Population,peak
2022-01-29,512,3575,1902423,8419000,4
2022-01-30,1426,3294,1905717,8419000,4
2022-01-31,3113,2908,1908625,8419000,4
2022-02-01,2242,2549,1911174,8419000,4
2022-02-02,2319,2282,1913456,8419000,4
2022-02-03,2003,2048,1915504,8419000,4
2022-02-04,1537,1879,1917383,8419000,4
2022-02-05,943,1940,1919323,8419000,4
2022-02-06,865,1860,1921183,8419000,4
2022-02-07,1602,1644,1922827,8419000,4
2022-02-08,1513,1540,1924367,8419000,4
2022-02-09,1313,1397,1925764,8419000,4
2022-02-10,1219,1285,1927049,8419000,4
2022-02-11,983,1205,1928254,8419000,4
2022-02-12,635,1161,1929415,8419000,4
2022-02-13,458,1103,1930518,8419000,4
2022-02-14,1014,1019,1931537,8419000,4
2022-02-15,941,938,1932475,8419000,4
2022-02-16,935,884,1933359,8419000,4
2022-02-17,828,828,1934187,8419000,4
2022-02-18,663,782,1934969,8419000,4
2022-02-19,425,752,1935721,8419000,4
2022-02-20,380,741,1936462,8419000,4
2022-02-21,558,676,1937138,8419000,4
2022-02-22,684,639,1937777,8419000,4
2022-02-23,703,606,1938383,8419000,4
2022-02-24,657,581,1938964,8419000,4
2022-02-25,533,563,1939527,8419000,4
2022-02-26,337,550,1940077,8419000,4
2022-02-27,360,547,1940624,8419000,4
2022-02-28,703,568,1941192,8419000,4
2022-03-01,609,557,1941749,8419000,4
2022-03-02,638,548,1942297,8419000,4
2022-03-03,584,538,1942835,8419000,4
2022-03-04,456,527,1943362,8419000,4
2022-03-05,316,524,1943886,8419000,4
2022-03-06,337,520,1944406,8419000,4
2022-03-07,651,513,1944919,8419000,4
2022-03-08,677,523,1945442,8419000,4
2022-03-09,624,521,1945963,8419000,4
2022-03-10,697,537,1946500,8419000,4
2022-03-11,601,558,1947058,8419000,4
2022-03-12,296,555,1947613,8419000,4
2022-03-13,436,569,1948182,8419000,4
2022-03-14,888,603,1948785,8419000,4
2022-03-15,831,625,1949410,8419000,NA
2022-03-16,863,659,1950069,8419000,NA
2022-03-17,748,666,1950735,8419000,NA
2022-03-18,797,694,1951429,8419000,NA
2022-03-19,447,716,1952145,8419000,NA
2022-03-20,636,744,1952889,8419000,NA
2022-03-21,1291,802,1953691,8419000,NA
2022-03-22,1246,861,1954552,8419000,NA
2022-03-23,1263,918,1955470,8419000,NA
2022-03-24,1168,978,1956448,8419000,NA
2022-03-25,1087,1020,1957468,8419000,NA
2022-03-26,664,1051,1958519,8419000,NA
2022-03-27,775,1071,1959590,8419000,NA
2022-03-28,1496,1100,1960690,8419000,NA
2022-03-29,1422,1125,1961815,8419000,NA
2022-03-30,1499,1159,1962974,8419000,NA
2022-03-31,1487,1204,1964178,8419000,NA
2022-04-01,1313,1237,1965415,8419000,NA
2022-04-02,856,1264,1966679,8419000,NA
2022-04-03,874,1278,1967957,8419000,NA
2022-04-04,2107,1365,1969322,8419000,NA
2022-04-05,1860,1428,1970750,8419000,NA
2022-04-06,1950,1492,1972242,8419000,NA
2022-04-07,1774,1533,1973775,8419000,NA
2022-04-08,1495,1559,1975334,8419000,NA
